id:ID(Entity),name,entity_type,domain,source_layer,subtype,family_id,family_name,implementation_state,primary_grade_band,primary_content_domain,official_identifier,document_path,artifact_type,purpose,delivery_format,source_path,decision_type,outcome,registry_id,slice_id,status,review_status,supported_profiles:string[],mapped_family_ids:string[],mapped_grade_bands:string[],mapped_content_domains:string[],node_ids:string[],entry_node_ids:string[],learner_state_fields:string[],verification_gate_targets:string[],failure_mode_targets:string[],intervention_targets:string[],response_modes_supported:string[],accessibility_tags:string[],language_support_tags:string[],applies_when:string[],:LABEL
assessment-unit:ib-mathematics-ai-hl-overlay:ib-ai-hl-geometry-and-trigonometry,Geometry and Trigonometry,AssessmentUnit,mathematics,assessment_overlay,assessment_unit,,IB Mathematics AI HL,,multiple,multiple,ib-ai-hl-geometry-and-trigonometry,,,covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,B;H;M,Grade 8 to High School;High School;Kindergarten to Grade 5,algebra / functions / number and quantity;geometry;measurement and data,M9;H1;H2;H4;H5;B4;B9;B10,,,,,,,,,,Entity;AssessmentUnit
assessment-unit:ib-mathematics-ai-hl-overlay:ib-ai-hl-statistics-and-probability,Statistics and Probability,AssessmentUnit,mathematics,assessment_overlay,assessment_unit,,IB Mathematics AI HL,,Grades 6-12,statistics and probability,ib-ai-hl-statistics-and-probability,,,partially_covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,W,Grades 6-12,statistics and probability,W1;W2;W3;W4;W5;W6;W7;W8;W9,,,,,,,,,,Entity;AssessmentUnit
assessment-unit:ib-mathematics-ai-hl-overlay:ib-ai-hl-calculus,Calculus,AssessmentUnit,mathematics,assessment_overlay,assessment_unit,,IB Mathematics AI HL,,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,ib-ai-hl-calculus,,,partially_covered,,domains/mathematics/assessment-overlays/assessment-overlays.json,,,,,draft,,,AP,Advanced Placement / Post-CCSS extension,advanced coursework beyond the current codified K-12 standards corpus,AP3;AP4;AP6;AP7,,,,,,,,,,Entity;AssessmentUnit
artifact-registry:mathematics-assessment-surface-attachments,mathematics-assessment-surface-attachments,ArtifactRegistry,mathematics,artifact_attachment,artifact_registry,,,,,,mathematics-assessment-surface-attachments,,,,,domains/mathematics/artifact-attachments/assessment-surface-attachment-registry.yaml,,,mathematics-assessment-surface-attachments,,draft,,,,,,J6;K5;W2;W7;B10;AP7;AP9,,,,,,,,,,Entity;ArtifactRegistry
artifact:math-act-modeling-bundle-01,ACT Modeling Mixed-Surface Assessment Bundle,Artifact,mathematics,artifact_attachment,artifact,,,,Grades 10-12,integrated modeling and mathematical applications,math-act-modeling-bundle-01,,AssessmentBundle,assessment,printable_and_digital,curriculum/mathematics/assessment-surfaces/act/modeling-bundle-01.md,,,mathematics-assessment-surface-attachments,,draft,draft,,,,,B10,,,G1;G2;G3,,,written;visual-model;equation-building,extended-time-compatible;visual-model-supported,scenario-language-routine;glossary-supported,,Entity;Artifact;AssessmentBundle
artifact:math-act-integrated-skills-guide-01,ACT Integrating Essential Skills Teacher Decision Guide,Artifact,mathematics,artifact_attachment,artifact,,,,Grades 9-11,integrated skills and multi-step mathematical reasoning,math-act-integrated-skills-guide-01,,TeacherDecisionSupport,teacher_support,printable_and_digital,curriculum/mathematics/assessment-surfaces/act/integrated-skills-teacher-guide-01.md,,,mathematics-assessment-surface-attachments,,draft,draft,,,,,K5,,,,multi-step-translation;representation-switching;reasonableness-checking,,,,teacher-language-routine;scenario-language-routine,,Entity;Artifact;TeacherDecisionSupport
artifact:math-ib-aa-hl-internal-assessment-guide-01,IB Mathematics AA HL Internal Assessment Decision Guide,Artifact,mathematics,artifact_attachment,artifact,,,,Grades 11-12,advanced analysis and internal mathematical exploration,math-ib-aa-hl-internal-assessment-guide-01,,TeacherDecisionSupport,teacher_support,printable_and_digital,curriculum/mathematics/assessment-surfaces/ib/aa-hl/internal-assessment-decision-guide-01.md,,,mathematics-assessment-surface-attachments,,draft,draft,,,,,AP9,,,,,,,,academic-discourse-routine,,Entity;Artifact;TeacherDecisionSupport
artifact:math-ib-aa-sl-statistics-investigation-bundle-01,IB Mathematics AA SL Statistics Investigation Bundle,Artifact,mathematics,artifact_attachment,artifact,,,,Grades 11-12,statistics and probability investigation,math-ib-aa-sl-statistics-investigation-bundle-01,,AssessmentBundle,assessment,printable_and_digital,curriculum/mathematics/assessment-surfaces/ib/aa-sl/statistics-investigation-bundle-01.md,,,mathematics-assessment-surface-attachments,,draft,draft,,,,,W7,,,G1;G2;G3,,,written;data-analysis;explanation,,,,Entity;Artifact;AssessmentBundle
artifact:math-ib-ai-sl-exploration-planning-routine-01,IB Mathematics AI SL Exploration Planning Routine,Artifact,mathematics,artifact_attachment,artifact,,,,Grades 11-12,"applications, interpretation, and exploration planning",math-ib-ai-sl-exploration-planning-routine-01,,LanguageSupport,support,printable_and_digital,curriculum/mathematics/assessment-surfaces/ib/ai-sl/exploration-planning-routine-01.md,,,mathematics-assessment-surface-attachments,,draft,draft,,,,,W2,,,,,,,,planning-language;sentence-frame-supported,,Entity;Artifact;LanguageSupport
artifact:math-ib-ai-hl-technology-modeling-guide-01,IB Mathematics AI HL Technology and Modeling Support Guide,Artifact,mathematics,artifact_attachment,artifact,,,,Grades 11-12,"statistics, probability, and technology-mediated modeling",math-ib-ai-hl-technology-modeling-guide-01,,AccessibilitySupport,support,printable_and_digital,curriculum/mathematics/assessment-surfaces/ib/ai-hl/technology-modeling-support-guide-01.md,,,mathematics-assessment-surface-attachments,,draft,draft,,,,,W9,,,,,,,calculator-supported;digital-tool-routine,,,Entity;Artifact;AccessibilitySupport
artifact-registry:mathematics-fraction-spine-attachments,mathematics-fraction-spine-attachments,ArtifactRegistry,mathematics,artifact_attachment,artifact_registry,,,,,,mathematics-fraction-spine-attachments,,,,,domains/mathematics/artifact-attachments/fraction-spine-attachment-registry.yaml,,,mathematics-fraction-spine-attachments,,draft,,,,,,F1;F2;F3;F4;F5,,,,,,,,,,Entity;ArtifactRegistry
artifact:math-f1-lesson-pattern-01,Fraction Structure Introduction Lesson Pattern,Artifact,mathematics,artifact_attachment,artifact,,,,Grades 4-5,number and operations with fractions,math-f1-lesson-pattern-01,,LessonPattern,instruction,printable_and_digital,curriculum/mathematics/fractions/f1/lesson-pattern-01.md,,,mathematics-fraction-spine-attachments,,draft,draft,,,,,F1,,,G1;G2,,,written;oral;visual-model,read-aloud-compatible;visual-model-supported,glossary-supported;sentence-frame-supported,,Entity;Artifact;LessonPattern
artifact:math-f1-verification-task-01,Fraction Structure Verification Task,Artifact,mathematics,artifact_attachment,artifact,,,,Grades 4-5,number and operations with fractions,math-f1-verification-task-01,,VerificationTask,verification,printable_and_digital,curriculum/mathematics/fractions/f1/verification-task-01.md,,,mathematics-fraction-spine-attachments,,draft,draft,,,,,F1,,,G1;G2;G3,,,written;oral,extended-time-compatible,glossary-supported,,Entity;Artifact;VerificationTask
artifact:math-f1-intervention-01,Fraction Structure Equal-Parts Intervention,Artifact,mathematics,artifact_attachment,artifact,,,,Grades 4-5,number and operations with fractions,math-f1-intervention-01,,InterventionAsset,intervention,printable_and_digital,curriculum/mathematics/fractions/f1/intervention-01.md,,,mathematics-fraction-spine-attachments,,draft,draft,,,,,F1,,,,F1-FM-01;F1-FM-02,equal-parts-reteaching;visual-symbol-bridging,manipulative;oral;visual-model,manipulative-supported,teacher-language-routine,,Entity;Artifact;InterventionAsset
artifact:math-f1-teacher-support-01,Fraction Structure Teacher Decision Guide,Artifact,mathematics,artifact_attachment,artifact,,,,Grades 4-5,number and operations with fractions,math-f1-teacher-support-01,,TeacherDecisionSupport,teacher_support,printable_and_digital,curriculum/mathematics/fractions/f1/teacher-decision-guide-01.md,,,mathematics-fraction-spine-attachments,,draft,draft,,,,,F1,,,,F1-FM-01;F1-FM-02;F1-FM-03,,,,,,Entity;Artifact;TeacherDecisionSupport
artifact:math-f2-worked-example-01,Equivalent Fractions Worked Example Set,Artifact,mathematics,artifact_attachment,artifact,,,,Grades 4-5,number and operations with fractions,math-f2-worked-example-01,,WorkedExample,instruction,printable_and_digital,curriculum/mathematics/fractions/f2/worked-examples-01.md,,,mathematics-fraction-spine-attachments,,draft,draft,,,,,F2,,,G1;G2,,,written;oral;visual-model,visual-model-supported,glossary-supported,,Entity;Artifact;WorkedExample
artifact:math-f2-assessment-item-set-01,Equivalent Fractions Assessment Bundle,Artifact,mathematics,artifact_attachment,artifact,,,,Grades 4-5,number and operations with fractions,math-f2-assessment-item-set-01,,AssessmentBundle,assessment,printable_and_digital,curriculum/mathematics/fractions/f2/assessment-bundle-01.md,,,mathematics-fraction-spine-attachments,,draft,draft,,,,,F2,,,G1;G2;G3,,,,,,,Entity;Artifact;AssessmentBundle
artifact:math-f2-reteach-01,Equivalent Fractions Scaling Reteach Routine,Artifact,mathematics,artifact_attachment,artifact,,,,Grades 4-5,number and operations with fractions,math-f2-reteach-01,,ReteachRoutine,intervention,printable_and_digital,curriculum/mathematics/fractions/f2/reteach-routine-01.md,,,mathematics-fraction-spine-attachments,,draft,draft,,,,,F2,,,,F2-FM-01;F2-FM-03,,,,,,Entity;Artifact;ReteachRoutine
artifact:math-f2-exemplar-01,Equivalent Fractions Exemplar Response,Artifact,mathematics,artifact_attachment,artifact,,,,Grades 4-5,number and operations with fractions,math-f2-exemplar-01,,Exemplar,support,printable_and_digital,curriculum/mathematics/fractions/f2/exemplar-response-01.md,,,mathematics-fraction-spine-attachments,,draft,draft,,,,,F2,,,,,,,,,,Entity;Artifact;Exemplar
artifact:math-f3-lesson-pattern-01,Compare Fractions Strategy Lesson Pattern,Artifact,mathematics,artifact_attachment,artifact,,,,Grades 4-5,number and operations with fractions,math-f3-lesson-pattern-01,,LessonPattern,instruction,printable_and_digital,curriculum/mathematics/fractions/f3/lesson-pattern-01.md,,,mathematics-fraction-spine-attachments,,draft,draft,,,,,F3,,,G1;G2;G3,,,,,,,Entity;Artifact;LessonPattern
artifact:math-f3-verification-task-01,Compare Fractions Verification Task,Artifact,mathematics,artifact_attachment,artifact,,,,Grades 4-5,number and operations with fractions,math-f3-verification-task-01,,VerificationTask,verification,printable_and_digital,curriculum/mathematics/fractions/f3/verification-task-01.md,,,mathematics-fraction-spine-attachments,,draft,draft,,,,,F3,,,G1;G2;G3,,,,,,,Entity;Artifact;VerificationTask
artifact:math-f3-error-analysis-01,Compare Fractions Error Analysis Task,Artifact,mathematics,artifact_attachment,artifact,,,,Grades 4-5,number and operations with fractions,math-f3-error-analysis-01,,ErrorAnalysisTask,intervention,printable_and_digital,curriculum/mathematics/fractions/f3/error-analysis-01.md,,,mathematics-fraction-spine-attachments,,draft,draft,,,,,F3,,,,F3-FM-01;F3-FM-02,,,,,,Entity;Artifact;ErrorAnalysisTask
artifact:math-f3-language-support-01,Compare Fractions Language Support Routine,Artifact,mathematics,artifact_attachment,artifact,,,,Grades 4-5,number and operations with fractions,math-f3-language-support-01,,LanguageSupport,support,printable_and_digital,curriculum/mathematics/fractions/f3/language-support-01.md,,,mathematics-fraction-spine-attachments,,draft,draft,,,,,F3,,,,,,,,comparison-language;sentence-frame-supported,,Entity;Artifact;LanguageSupport
artifact:math-f4-guided-practice-01,Like-Denominator Fraction Operations Guided Practice,Artifact,mathematics,artifact_attachment,artifact,,,,Grades 4-5,number and operations with fractions,math-f4-guided-practice-01,,GuidedPracticeSet,guided_practice,printable_and_digital,curriculum/mathematics/fractions/f4/guided-practice-01.md,,,mathematics-fraction-spine-attachments,,draft,draft,,,,,F4,,,G1;G2,,,,,,,Entity;Artifact;GuidedPracticeSet
artifact:math-f4-retention-check-01,Like-Denominator Fraction Operations Retention Check,Artifact,mathematics,artifact_attachment,artifact,,,,Grades 4-5,number and operations with fractions,math-f4-retention-check-01,,RetentionCheck,retention,printable_and_digital,curriculum/mathematics/fractions/f4/retention-check-01.md,,,mathematics-fraction-spine-attachments,,draft,draft,,,,,F4,,,G4,,,,,,,Entity;Artifact;RetentionCheck
artifact:math-f4-intervention-01,Like-Denominator Operations Meaning Intervention,Artifact,mathematics,artifact_attachment,artifact,,,,Grades 4-5,number and operations with fractions,math-f4-intervention-01,,InterventionAsset,intervention,printable_and_digital,curriculum/mathematics/fractions/f4/intervention-01.md,,,mathematics-fraction-spine-attachments,,draft,draft,,,,,F4,,,,F4-FM-01;F4-FM-03,,,,,,Entity;Artifact;InterventionAsset
artifact:math-f4-accessibility-support-01,Like-Denominator Operations Accessibility Support,Artifact,mathematics,artifact_attachment,artifact,,,,Grades 4-5,number and operations with fractions,math-f4-accessibility-support-01,,AccessibilitySupport,support,printable_and_digital,curriculum/mathematics/fractions/f4/accessibility-support-01.md,,,mathematics-fraction-spine-attachments,,draft,draft,,,,,F4,,,,,,,reduced-clutter-layout;read-aloud-compatible,,,Entity;Artifact;AccessibilitySupport
artifact:math-f5-lesson-pattern-01,Unlike-Denominator Fraction Operations Lesson Pattern,Artifact,mathematics,artifact_attachment,artifact,,,,Grades 4-5,number and operations with fractions,math-f5-lesson-pattern-01,,LessonPattern,instruction,printable_and_digital,curriculum/mathematics/fractions/f5/lesson-pattern-01.md,,,mathematics-fraction-spine-attachments,,draft,draft,,,,,F5,,,G1;G2;G3,,,,,,,Entity;Artifact;LessonPattern
artifact:math-f5-assessment-bundle-01,Unlike-Denominator Fraction Operations Assessment Bundle,Artifact,mathematics,artifact_attachment,artifact,,,,Grades 4-5,number and operations with fractions,math-f5-assessment-bundle-01,,AssessmentBundle,assessment,printable_and_digital,curriculum/mathematics/fractions/f5/assessment-bundle-01.md,,,mathematics-fraction-spine-attachments,,draft,draft,,,,,F5,,,G1;G2;G3;G4,,,,,,,Entity;Artifact;AssessmentBundle
artifact:math-f5-intervention-01,Common Denominator Intervention Asset,Artifact,mathematics,artifact_attachment,artifact,,,,Grades 4-5,number and operations with fractions,math-f5-intervention-01,,InterventionAsset,intervention,printable_and_digital,curriculum/mathematics/fractions/f5/intervention-01.md,,,mathematics-fraction-spine-attachments,,draft,draft,,,,,F5,,,,F5-FM-01;F5-FM-02;F5-FM-03,,,,,,Entity;Artifact;InterventionAsset
artifact:math-f5-teacher-support-01,Unlike-Denominator Fraction Operations Teacher Decision Guide,Artifact,mathematics,artifact_attachment,artifact,,,,Grades 4-5,number and operations with fractions,math-f5-teacher-support-01,,TeacherDecisionSupport,teacher_support,printable_and_digital,curriculum/mathematics/fractions/f5/teacher-decision-guide-01.md,,,mathematics-fraction-spine-attachments,,draft,draft,,,,,F5,,,,F5-FM-01;F5-FM-02;F5-FM-03;F5-FM-04;F5-FM-05,,,,,,Entity;Artifact;TeacherDecisionSupport
runtime-slice:mathematics-fraction-spine-runtime,mathematics-fraction-spine-runtime,RuntimeSlice,mathematics,runtime_navigation,runtime_slice,,,,,,mathematics-fraction-spine-runtime,,,,,domains/mathematics/runtime/fraction-spine-runtime-slice.yaml,,,mathematics-fraction-spine-attachments,mathematics-fraction-spine-runtime,draft,draft,,,,,F1;F2;F3;F4;F5,F1,learner_id;node_id;status;dependency_status;direct_accuracy;explanation_status;transfer_status;retention_status;dominant_failure_modes;recommended_interventions;last_verified_at;review_state,,,,,,,,Entity;RuntimeSlice
decision-rule:fraction-teach-next,fraction-teach-next,DecisionRule,mathematics,runtime_navigation,decision_rule,,,,,,fraction-teach-next,,,prefer LessonPattern or WorkedExample on target node,,domains/mathematics/runtime/fraction-spine-runtime-slice.yaml,teach_next,advance_to_next_available_fraction_node,mathematics-fraction-spine-attachments,mathematics-fraction-spine-runtime,,draft,,,,,F1;F2;F3;F4;F5,,,,,,,,,current_node_status in [secure];next_node_dependencies_secure;next_node_not_yet_secure,Entity;DecisionRule
decision-rule:fraction-hold-current,fraction-hold-current,DecisionRule,mathematics,runtime_navigation,decision_rule,,,,,,fraction-hold-current,,,prefer GuidedPracticeSet or VerificationTask on current node,,domains/mathematics/runtime/fraction-spine-runtime-slice.yaml,hold_current,remain_on_current_node,mathematics-fraction-spine-attachments,mathematics-fraction-spine-runtime,,draft,,,,,F1;F2;F3;F4;F5,,,,,,,,,"current_node_status in [blocked, emerging, provisional];current_node_is_instructionally_actionable",Entity;DecisionRule
decision-rule:fraction-route-upstream,fraction-route-upstream,DecisionRule,mathematics,runtime_navigation,decision_rule,,,,,,fraction-route-upstream,,,prefer InterventionAsset or ReteachRoutine on unstable dependency node,,domains/mathematics/runtime/fraction-spine-runtime-slice.yaml,route_upstream,route_to_most_relevant_upstream_dependency,mathematics-fraction-spine-attachments,mathematics-fraction-spine-runtime,,draft,,,,,F1;F2;F3;F4;F5,,,,,,,,,current_node_status = blocked;dependency_status_contains_unstable_or_blocked,Entity;DecisionRule
decision-rule:fraction-reverify,fraction-reverify,DecisionRule,mathematics,runtime_navigation,decision_rule,,,,,,fraction-reverify,,,prefer RetentionCheck or VerificationTask on current node,,domains/mathematics/runtime/fraction-spine-runtime-slice.yaml,reverify,schedule_retention_or_transfer_recheck,mathematics-fraction-spine-attachments,mathematics-fraction-spine-runtime,,draft,,,,,F1;F2;F3;F4;F5,,,,,,,,,current_node_status = provisional;retention_due_or_required_before_advancement,Entity;DecisionRule
decision-rule:fraction-accelerate,fraction-accelerate,DecisionRule,mathematics,runtime_navigation,decision_rule,,,,,,fraction-accelerate,,,prefer compact LessonPattern plus VerificationTask on target node,,domains/mathematics/runtime/fraction-spine-runtime-slice.yaml,accelerate,allow_faster_transition_to_next_fraction_node,mathematics-fraction-spine-attachments,mathematics-fraction-spine-runtime,,draft,,,,,F1;F2;F3;F4;F5,,,,,,,,,current_node_status = secure;dependencies_secure_for_next_node;no_review_blockers_present,Entity;DecisionRule
