Id,Label,EntityType,Subtype,Domain,SourceLayer,FamilyId,FamilyName,ImplementationState,PrimaryGradeBand,PrimaryContentDomain,OfficialIdentifier,DocumentPath,ArtifactType,Purpose,DeliveryFormat,SourcePath,DecisionType,Outcome,RegistryId,SliceId,Status,ReviewStatus,SupportedProfiles,MappedFamilyIds,MappedGradeBands,MappedContentDomains,NodeIds,EntryNodeIds,LearnerStateFields,VerificationGateTargets,FailureModeTargets,InterventionTargets,ResponseModesSupported,AccessibilityTags,LanguageSupportTags,AppliesWhen
artifact:math-f3-lesson-pattern-01,math-f3-lesson-pattern-01 Compare Fractions Strategy Lesson Pattern,Artifact,artifact,mathematics,artifact_attachment,,,,Grades 4-5,number and operations with fractions,math-f3-lesson-pattern-01,,LessonPattern,instruction,printable_and_digital,curriculum/mathematics/fractions/f3/lesson-pattern-01.md,,,mathematics-fraction-spine-attachments,,draft,draft,,,,,F3,,,G1|G2|G3,,,,,,
artifact:math-f3-verification-task-01,math-f3-verification-task-01 Compare Fractions Verification Task,Artifact,artifact,mathematics,artifact_attachment,,,,Grades 4-5,number and operations with fractions,math-f3-verification-task-01,,VerificationTask,verification,printable_and_digital,curriculum/mathematics/fractions/f3/verification-task-01.md,,,mathematics-fraction-spine-attachments,,draft,draft,,,,,F3,,,G1|G2|G3,,,,,,
artifact:math-f3-error-analysis-01,math-f3-error-analysis-01 Compare Fractions Error Analysis Task,Artifact,artifact,mathematics,artifact_attachment,,,,Grades 4-5,number and operations with fractions,math-f3-error-analysis-01,,ErrorAnalysisTask,intervention,printable_and_digital,curriculum/mathematics/fractions/f3/error-analysis-01.md,,,mathematics-fraction-spine-attachments,,draft,draft,,,,,F3,,,,F3-FM-01|F3-FM-02,,,,,
artifact:math-f3-language-support-01,math-f3-language-support-01 Compare Fractions Language Support Routine,Artifact,artifact,mathematics,artifact_attachment,,,,Grades 4-5,number and operations with fractions,math-f3-language-support-01,,LanguageSupport,support,printable_and_digital,curriculum/mathematics/fractions/f3/language-support-01.md,,,mathematics-fraction-spine-attachments,,draft,draft,,,,,F3,,,,,,,,comparison-language|sentence-frame-supported,
artifact:math-f4-guided-practice-01,math-f4-guided-practice-01 Like-Denominator Fraction Operations Guided Practice,Artifact,artifact,mathematics,artifact_attachment,,,,Grades 4-5,number and operations with fractions,math-f4-guided-practice-01,,GuidedPracticeSet,guided_practice,printable_and_digital,curriculum/mathematics/fractions/f4/guided-practice-01.md,,,mathematics-fraction-spine-attachments,,draft,draft,,,,,F4,,,G1|G2,,,,,,
artifact:math-f4-retention-check-01,math-f4-retention-check-01 Like-Denominator Fraction Operations Retention Check,Artifact,artifact,mathematics,artifact_attachment,,,,Grades 4-5,number and operations with fractions,math-f4-retention-check-01,,RetentionCheck,retention,printable_and_digital,curriculum/mathematics/fractions/f4/retention-check-01.md,,,mathematics-fraction-spine-attachments,,draft,draft,,,,,F4,,,G4,,,,,,
artifact:math-f4-intervention-01,math-f4-intervention-01 Like-Denominator Operations Meaning Intervention,Artifact,artifact,mathematics,artifact_attachment,,,,Grades 4-5,number and operations with fractions,math-f4-intervention-01,,InterventionAsset,intervention,printable_and_digital,curriculum/mathematics/fractions/f4/intervention-01.md,,,mathematics-fraction-spine-attachments,,draft,draft,,,,,F4,,,,F4-FM-01|F4-FM-03,,,,,
artifact:math-f4-accessibility-support-01,math-f4-accessibility-support-01 Like-Denominator Operations Accessibility Support,Artifact,artifact,mathematics,artifact_attachment,,,,Grades 4-5,number and operations with fractions,math-f4-accessibility-support-01,,AccessibilitySupport,support,printable_and_digital,curriculum/mathematics/fractions/f4/accessibility-support-01.md,,,mathematics-fraction-spine-attachments,,draft,draft,,,,,F4,,,,,,,reduced-clutter-layout|read-aloud-compatible,,
artifact:math-f5-lesson-pattern-01,math-f5-lesson-pattern-01 Unlike-Denominator Fraction Operations Lesson Pattern,Artifact,artifact,mathematics,artifact_attachment,,,,Grades 4-5,number and operations with fractions,math-f5-lesson-pattern-01,,LessonPattern,instruction,printable_and_digital,curriculum/mathematics/fractions/f5/lesson-pattern-01.md,,,mathematics-fraction-spine-attachments,,draft,draft,,,,,F5,,,G1|G2|G3,,,,,,
artifact:math-f5-assessment-bundle-01,math-f5-assessment-bundle-01 Unlike-Denominator Fraction Operations Assessment Bundle,Artifact,artifact,mathematics,artifact_attachment,,,,Grades 4-5,number and operations with fractions,math-f5-assessment-bundle-01,,AssessmentBundle,assessment,printable_and_digital,curriculum/mathematics/fractions/f5/assessment-bundle-01.md,,,mathematics-fraction-spine-attachments,,draft,draft,,,,,F5,,,G1|G2|G3|G4,,,,,,
artifact:math-f5-intervention-01,math-f5-intervention-01 Common Denominator Intervention Asset,Artifact,artifact,mathematics,artifact_attachment,,,,Grades 4-5,number and operations with fractions,math-f5-intervention-01,,InterventionAsset,intervention,printable_and_digital,curriculum/mathematics/fractions/f5/intervention-01.md,,,mathematics-fraction-spine-attachments,,draft,draft,,,,,F5,,,,F5-FM-01|F5-FM-02|F5-FM-03,,,,,
artifact:math-f5-teacher-support-01,math-f5-teacher-support-01 Unlike-Denominator Fraction Operations Teacher Decision Guide,Artifact,artifact,mathematics,artifact_attachment,,,,Grades 4-5,number and operations with fractions,math-f5-teacher-support-01,,TeacherDecisionSupport,teacher_support,printable_and_digital,curriculum/mathematics/fractions/f5/teacher-decision-guide-01.md,,,mathematics-fraction-spine-attachments,,draft,draft,,,,,F5,,,,F5-FM-01|F5-FM-02|F5-FM-03|F5-FM-04|F5-FM-05,,,,,
runtime-slice:mathematics-fraction-spine-runtime,mathematics-fraction-spine-runtime,RuntimeSlice,runtime_slice,mathematics,runtime_navigation,,,,,,mathematics-fraction-spine-runtime,,,,,domains/mathematics/runtime/fraction-spine-runtime-slice.yaml,,,mathematics-fraction-spine-attachments,mathematics-fraction-spine-runtime,draft,draft,,,,,F1|F2|F3|F4|F5,F1,learner_id|node_id|status|dependency_status|direct_accuracy|explanation_status|transfer_status|retention_status|dominant_failure_modes|recommended_interventions|last_verified_at|review_state,,,,,,,
decision-rule:fraction-teach-next,fraction-teach-next,DecisionRule,decision_rule,mathematics,runtime_navigation,,,,,,fraction-teach-next,,,prefer LessonPattern or WorkedExample on target node,,domains/mathematics/runtime/fraction-spine-runtime-slice.yaml,teach_next,advance_to_next_available_fraction_node,mathematics-fraction-spine-attachments,mathematics-fraction-spine-runtime,,draft,,,,,F1|F2|F3|F4|F5,,,,,,,,,current_node_status in [secure]|next_node_dependencies_secure|next_node_not_yet_secure
decision-rule:fraction-hold-current,fraction-hold-current,DecisionRule,decision_rule,mathematics,runtime_navigation,,,,,,fraction-hold-current,,,prefer GuidedPracticeSet or VerificationTask on current node,,domains/mathematics/runtime/fraction-spine-runtime-slice.yaml,hold_current,remain_on_current_node,mathematics-fraction-spine-attachments,mathematics-fraction-spine-runtime,,draft,,,,,F1|F2|F3|F4|F5,,,,,,,,,"current_node_status in [blocked, emerging, provisional]|current_node_is_instructionally_actionable"
decision-rule:fraction-route-upstream,fraction-route-upstream,DecisionRule,decision_rule,mathematics,runtime_navigation,,,,,,fraction-route-upstream,,,prefer InterventionAsset or ReteachRoutine on unstable dependency node,,domains/mathematics/runtime/fraction-spine-runtime-slice.yaml,route_upstream,route_to_most_relevant_upstream_dependency,mathematics-fraction-spine-attachments,mathematics-fraction-spine-runtime,,draft,,,,,F1|F2|F3|F4|F5,,,,,,,,,current_node_status = blocked|dependency_status_contains_unstable_or_blocked
decision-rule:fraction-reverify,fraction-reverify,DecisionRule,decision_rule,mathematics,runtime_navigation,,,,,,fraction-reverify,,,prefer RetentionCheck or VerificationTask on current node,,domains/mathematics/runtime/fraction-spine-runtime-slice.yaml,reverify,schedule_retention_or_transfer_recheck,mathematics-fraction-spine-attachments,mathematics-fraction-spine-runtime,,draft,,,,,F1|F2|F3|F4|F5,,,,,,,,,current_node_status = provisional|retention_due_or_required_before_advancement
decision-rule:fraction-accelerate,fraction-accelerate,DecisionRule,decision_rule,mathematics,runtime_navigation,,,,,,fraction-accelerate,,,prefer compact LessonPattern plus VerificationTask on target node,,domains/mathematics/runtime/fraction-spine-runtime-slice.yaml,accelerate,allow_faster_transition_to_next_fraction_node,mathematics-fraction-spine-attachments,mathematics-fraction-spine-runtime,,draft,,,,,F1|F2|F3|F4|F5,,,,,,,,,current_node_status = secure|dependencies_secure_for_next_node|no_review_blockers_present
